id,user,uid,version,changeset,timestamp
139746291,MFlamm,617875,5,22080818,2014-05-02T10:02:54Z
139746292,Marc Mongenet,74847,13,36224944,2015-12-28T17:26:15Z
139852232,Marc Mongenet,74847,8,31519163,2015-05-28T01:07:19Z
139852238,mdk,178186,1,10041801,2011-12-05T13:15:38Z
139911507,Marc Mongenet,74847,3,27035125,2014-11-26T00:40:11Z
139911514,Marc Mongenet,74847,5,27034805,2014-11-26T00:16:22Z
139911515,Marc Mongenet,74847,8,40461890,2016-07-03T16:39:13Z
139911523,Marc Mongenet,74847,4,36233084,2015-12-29T02:31:30Z
139911524,Marc Mongenet,74847,4,27035255,2014-11-26T00:50:28Z
139911525,Marc Mongenet,74847,4,40464295,2016-07-03T18:54:32Z
139911529,Marc Mongenet,74847,5,36233084,2015-12-29T02:31:30Z
139918689,Marc Mongenet,74847,5,36232440,2015-12-29T01:10:27Z
139918690,Marc Mongenet,74847,5,36224944,2015-12-28T17:26:16Z
139918694,Marc Mongenet,74847,4,36224944,2015-12-28T17:26:16Z
139918695,Marc Mongenet,74847,6,36224944,2015-12-28T17:26:16Z
140415932,Marc Mongenet,74847,9,36275513,2015-12-31T03:51:51Z
140415938,Marc Mongenet,74847,7,36474042,2016-01-10T01:44:59Z
140417312,Marc Mongenet,74847,3,27034805,2014-11-26T00:16:23Z
140417313,Marc Mongenet,74847,5,36304335,2016-01-01T19:06:55Z
140417314,Marc Mongenet,74847,5,36224944,2015-12-28T17:26:09Z
140417316,Marc Mongenet,74847,4,27034805,2014-11-26T00:16:22Z
140419242,Marc Mongenet,74847,4,36474042,2016-01-10T01:44:59Z
140425298,Marc Mongenet,74847,6,36224944,2015-12-28T17:26:14Z
140425301,Marc Mongenet,74847,4,36224944,2015-12-28T17:26:14Z
140425303,Marc Mongenet,74847,9,36275219,2015-12-31T03:05:57Z
140425306,Marc Mongenet,74847,7,36308576,2016-01-01T23:36:42Z
140425307,Marc Mongenet,74847,4,36224944,2015-12-28T17:26:14Z
140427270,MFlamm,617875,7,31180520,2015-05-15T15:55:32Z
140428372,Marc Mongenet,74847,3,36304335,2016-01-01T19:06:56Z
140430816,Marc Mongenet,74847,3,32087074,2015-06-20T00:32:27Z
140430818,Marc Mongenet,74847,5,32087074,2015-06-20T00:32:23Z
140430828,Marc Mongenet,74847,3,32087074,2015-06-20T00:32:26Z
140430829,Marc Mongenet,74847,8,36310688,2016-01-02T03:39:51Z
140430832,Marc Mongenet,74847,3,32087074,2015-06-20T00:32:22Z
140436499,MFlamm,617875,4,21631561,2014-04-11T17:55:56Z
140436502,Marc Mongenet,74847,4,36224944,2015-12-28T17:26:03Z
140544526,MFlamm,617875,2,30697986,2015-05-01T17:16:17Z
140544528,mdk,178186,1,10082364,2011-12-10T16:09:19Z
140544529,Marc Mongenet,74847,3,31519163,2015-05-28T01:07:16Z
140544530,Marc Mongenet,74847,4,31519163,2015-05-28T01:07:16Z
140544532,MFlamm,617875,4,30697986,2015-05-01T17:16:25Z
140544533,MFlamm,617875,3,30697986,2015-05-01T17:16:25Z
140544534,Marc Mongenet,74847,8,40463074,2016-07-03T17:46:33Z
140544535,MFlamm,617875,4,22892350,2014-06-12T16:28:34Z
140544537,MFlamm,617875,4,30697986,2015-05-01T17:16:30Z
140544538,MFlamm,617875,3,30742657,2015-05-03T09:48:52Z
140544539,mdk,178186,1,10082364,2011-12-10T16:09:23Z
140544544,mdk,178186,1,10082364,2011-12-10T16:09:24Z
140544546,mdk,178186,1,10082364,2011-12-10T16:09:24Z
140544547,mdk,178186,1,10082364,2011-12-10T16:09:25Z
140544554,MFlamm,617875,4,31013627,2015-05-11T17:46:44Z
140544557,MFlamm,617875,3,30742657,2015-05-03T09:48:53Z
140544560,mdk,178186,1,10082364,2011-12-10T16:09:26Z
140544562,mdk,178186,1,10082364,2011-12-10T16:09:26Z
140544564,mdk,178186,1,10082364,2011-12-10T16:09:27Z
140544569,mdk,178186,1,10082364,2011-12-10T16:09:27Z
140544570,mdk,178186,1,10082364,2011-12-10T16:09:27Z
140544571,mdk,178186,1,10082364,2011-12-10T16:09:27Z
140544574,mdk,178186,1,10082364,2011-12-10T16:09:28Z
140544575,mdk,178186,1,10082364,2011-12-10T16:09:28Z
140544576,mdk,178186,1,10082364,2011-12-10T16:09:28Z
140544578,mdk,178186,1,10082364,2011-12-10T16:09:28Z
140544581,mdk,178186,1,10082364,2011-12-10T16:09:28Z
140544584,x-pab,120583,3,13405899,2012-10-07T22:38:25Z
140544586,x-pab,120583,2,13425332,2012-10-09T11:03:59Z
140544587,mdk,178186,1,10082364,2011-12-10T16:09:29Z
140544590,x-pab,120583,3,13453088,2012-10-11T11:31:06Z
140544592,MFlamm,617875,5,31013627,2015-05-11T17:46:43Z
140544596,x-pab,120583,2,13253301,2012-09-25T22:30:35Z
140544598,mdk,178186,1,10082364,2011-12-10T16:09:31Z
140544604,mdk,178186,1,10082364,2011-12-10T16:09:32Z
140544607,mdk,178186,1,10082364,2011-12-10T16:09:32Z
140544609,x-pab,120583,2,13453088,2012-10-11T11:31:07Z
140544611,MFlamm,617875,6,31013627,2015-05-11T17:46:45Z
140544612,mdk,178186,1,10082364,2011-12-10T16:09:33Z
140544615,mdk,178186,1,10082364,2011-12-10T16:09:34Z
140544617,Marc Mongenet,74847,2,11753717,2012-05-30T23:48:05Z
140544620,mdk,178186,3,13397974,2012-10-07T13:30:23Z
140544623,lhapaipai,323444,5,37241282,2016-02-16T09:19:09Z
140544632,x-pab,120583,2,13291307,2012-09-28T23:22:35Z
140544634,mdk,178186,3,13397974,2012-10-07T13:30:22Z
140769286,Marc Mongenet,74847,4,36232440,2015-12-29T01:10:23Z
140769290,Marc Mongenet,74847,4,36393709,2016-01-05T23:48:02Z
141562386,Marc le Grand,2249743,12,39760817,2016-06-02T18:19:43Z
141562387,Marc le Grand,2249743,6,34702701,2015-10-17T22:40:40Z
141562388,Marc Mongenet,74847,5,32087074,2015-06-20T00:32:27Z
141562389,Marc Mongenet,74847,15,36310688,2016-01-02T03:39:50Z
141562391,Marc Mongenet,74847,3,32086988,2015-06-20T00:19:41Z
141674880,Marc Mongenet,74847,2,27034805,2014-11-26T00:16:23Z
141674881,Marc Mongenet,74847,3,27034805,2014-11-26T00:16:22Z
141674882,Marc Mongenet,74847,3,36224944,2015-12-28T17:26:16Z
141674884,b_l,300892,2,10334690,2012-01-08T18:12:33Z
141674886,oliviers,82717,2,10171301,2011-12-21T12:57:41Z
141674890,Marc Mongenet,74847,4,36474042,2016-01-10T01:44:58Z
141677780,Marc Mongenet,74847,10,36232440,2015-12-29T01:10:22Z
141735790,KeinePanik,1122916,7,34886125,2015-10-26T16:39:47Z
141735792,Pmz,4363,2,11123894,2012-03-28T07:28:48Z
141735794,b_l,300892,1,10144445,2011-12-18T08:49:41Z
141735797,KeinePanik,1122916,6,34886125,2015-10-26T16:55:38Z
141735801,Pmz,4363,2,11123894,2012-03-28T07:28:49Z
141742412,Philippe Calame,3117766,4,33233698,2015-08-10T08:42:59Z
141742414,b_l,300892,1,10144578,2011-12-18T09:12:23Z
142262547,oliviers,82717,1,10171301,2011-12-21T12:57:34Z
142551178,MFlamm,617875,3,30697986,2015-05-01T17:16:21Z
142576862,Marc Mongenet,74847,6,40461890,2016-07-03T16:39:12Z
142798189,Marc Mongenet,74847,6,40464295,2016-07-03T18:54:33Z
142798192,Marc Mongenet,74847,5,36232440,2015-12-29T01:10:26Z
142798195,Marc Mongenet,74847,6,40464295,2016-07-03T18:54:31Z
142798199,Marc Mongenet,74847,3,40464295,2016-07-03T18:54:32Z
143306388,Marc Mongenet,74847,3,40464295,2016-07-03T18:54:32Z
143306392,Marc Mongenet,74847,7,36230650,2015-12-28T22:15:40Z
143306394,Marc Mongenet,74847,3,40464295,2016-07-03T18:54:32Z
143306397,Marc Mongenet,74847,3,36230650,2015-12-28T22:15:41Z
143306401,Marc Mongenet,74847,11,36230650,2015-12-28T22:15:42Z
143685749,Marc Mongenet,74847,7,36230650,2015-12-28T22:15:44Z
143685750,Marc Mongenet,74847,17,33896755,2015-09-09T00:37:20Z
143685751,Marc Mongenet,74847,3,36488236,2016-01-10T18:06:21Z
143685752,Marc Mongenet,74847,2,13727321,2012-11-02T20:40:57Z
143685753,Marc Mongenet,74847,5,40464295,2016-07-03T18:54:31Z
143685754,Marc Mongenet,74847,4,27035125,2014-11-26T00:40:09Z
143691704,b_l,300892,1,10260589,2012-01-01T11:39:18Z
143691705,b_l,300892,1,10260589,2012-01-01T11:39:19Z
143724465,MFlamm,617875,4,22892350,2014-06-12T16:28:28Z
143724466,Marc Mongenet,74847,5,36233335,2015-12-29T03:15:30Z
143724473,MFlamm,617875,4,22070012,2014-05-01T18:38:53Z
143724475,x-pab,120583,2,15138862,2013-02-23T17:50:52Z
143724478,Marc Mongenet,74847,4,36232440,2015-12-29T01:10:21Z
143724479,Marc Mongenet,74847,4,36226999,2015-12-28T19:02:20Z
143724480,Marc Mongenet,74847,4,36230724,2015-12-28T22:19:45Z
143724482,MFlamm,617875,4,30754112,2015-05-03T17:18:31Z
143724484,MFlamm,617875,2,30754112,2015-05-03T17:18:21Z
143724485,MFlamm,617875,4,30751109,2015-05-03T15:19:01Z
143724486,MFlamm,617875,5,30742657,2015-05-03T09:48:55Z
143724487,inisheer,195875,4,17049111,2013-07-22T13:59:26Z
143724488,Jonathan Masur,2965963,8,39800487,2016-06-04T16:43:31Z
143724489,x-pab,120583,2,15138862,2013-02-23T17:50:52Z
143724490,MFlamm,617875,3,22073725,2014-05-01T21:44:20Z
143724491,Marc Mongenet,74847,3,31519163,2015-05-28T01:07:19Z
143724492,x-pab,120583,4,13453088,2012-10-11T11:31:06Z
143724493,Jonathan Masur,2965963,13,39805471,2016-06-04T21:11:25Z
143724494,MFlamm,617875,6,33733430,2015-09-01T17:16:44Z
143724495,x-pab,120583,3,13133763,2012-09-16T17:41:17Z
143724496,Ulysse68,275572,4,35189918,2015-11-09T11:47:58Z
143724506,Marc Mongenet,74847,3,19083898,2013-11-24T00:30:36Z
143724507,mdk,178186,1,10262307,2012-01-01T15:33:23Z
143724509,mdk,178186,1,10262307,2012-01-01T15:33:23Z
143724510,MFlamm,617875,2,30754112,2015-05-03T17:18:30Z
143724511,x-pab,120583,2,13412060,2012-10-08T12:37:57Z
143724512,MFlamm,617875,3,30754112,2015-05-03T17:18:21Z
143778223,Nzara,481380,3,25374764,2014-09-11T18:51:01Z
143778229,Nzara,481380,2,25374707,2014-09-11T18:48:14Z
143778237,Nzara,481380,4,25374764,2014-09-11T18:50:58Z
143778240,Nzara,481380,2,25374764,2014-09-11T18:51:02Z
144256168,Verdy_p,90780,7,24352431,2014-07-25T15:12:35Z
144714131,Marc Mongenet,74847,7,36232440,2015-12-29T01:10:26Z
144714133,Marc Mongenet,74847,5,36310688,2016-01-02T03:39:48Z
144714135,Marc Mongenet,74847,5,40464295,2016-07-03T18:54:33Z
144714138,Marc Mongenet,74847,3,36232440,2015-12-29T01:10:27Z
144714139,Marc Mongenet,74847,3,36232440,2015-12-29T01:10:23Z
144714145,Marc Mongenet,74847,4,36230650,2015-12-28T22:15:42Z
144714148,Marc Mongenet,74847,7,36232440,2015-12-29T01:10:27Z
144795544,Marc Mongenet,74847,4,36474042,2016-01-10T01:44:58Z
144795546,Marc Mongenet,74847,2,32087074,2015-06-20T00:32:27Z
144795547,Marc Mongenet,74847,3,32087074,2015-06-20T00:32:22Z
145401854,Marc Mongenet,74847,5,40461690,2016-07-03T16:25:53Z
145401856,Marc Mongenet,74847,3,40461690,2016-07-03T16:25:53Z
145401857,Marc Mongenet,74847,2,40461618,2016-07-03T16:22:08Z
145401858,Marc Mongenet,74847,3,17564411,2013-08-29T01:17:00Z
145401859,Marc Mongenet,74847,2,17564411,2013-08-29T01:17:01Z
145401860,Marc Mongenet,74847,8,31519163,2015-05-28T01:07:25Z
145401861,Marc Mongenet,74847,3,40461618,2016-07-03T16:22:08Z
145401862,Marc Mongenet,74847,4,40461690,2016-07-03T16:25:52Z
145401865,Marc Mongenet,74847,4,40461690,2016-07-03T16:25:52Z
145403559,Marc Mongenet,74847,2,31519163,2015-05-28T01:07:24Z
145403562,Marc Mongenet,74847,3,31519163,2015-05-28T01:07:21Z
145784497,b_l,300892,1,10401547,2012-01-15T18:35:40Z
145784503,Marc Mongenet,74847,2,27035004,2014-11-26T00:31:43Z
145785095,Marc Mongenet,74847,2,27035004,2014-11-26T00:31:43Z
145785099,Marc Mongenet,74847,2,27035004,2014-11-26T00:31:43Z
145785101,Marc Mongenet,74847,4,27035255,2014-11-26T00:50:28Z
145807987,Pmz,4363,2,11123894,2012-03-28T07:28:46Z
145807994,donovaly,1730904,3,18358655,2013-10-14T20:54:39Z
146234307,x-pab,120583,2,12988507,2012-09-04T22:19:17Z
146234308,floyd70,3068030,5,33044501,2015-08-02T09:09:16Z
146234309,redlegoreng,588022,1,10420523,2012-01-17T18:39:41Z
147727638,Marc Mongenet,74847,2,12505735,2012-07-27T00:12:48Z
147727639,b_l,300892,1,10524696,2012-01-28T20:18:13Z
147727640,x-pab,120583,2,16384807,2013-06-01T23:28:42Z
147727641,Marc Mongenet,74847,2,12505735,2012-07-27T00:12:48Z
147727642,b_l,300892,1,10524696,2012-01-28T20:18:14Z
147727643,b_l,300892,1,10524696,2012-01-28T20:18:14Z
148395152,Alex-7,667422,9,34430598,2015-10-04T15:54:36Z
149781344,b_l,300892,1,10646919,2012-02-10T20:10:20Z
149781345,b_l,300892,1,10646919,2012-02-10T20:10:20Z
149781346,b_l,300892,1,10646919,2012-02-10T20:10:20Z
149781347,b_l,300892,1,10646919,2012-02-10T20:10:20Z
149781348,b_l,300892,1,10646919,2012-02-10T20:10:21Z
149781349,b_l,300892,1,10646919,2012-02-10T20:10:21Z
149781350,b_l,300892,1,10646919,2012-02-10T20:10:21Z
149781351,b_l,300892,1,10646919,2012-02-10T20:10:21Z
149781352,Marc Mongenet,74847,2,12505735,2012-07-27T00:12:48Z
149781353,Marc Mongenet,74847,2,12505735,2012-07-27T00:12:48Z
149849658,b_l,300892,2,14502828,2013-01-02T18:07:23Z
149849659,Marc Mongenet,74847,9,36308576,2016-01-01T23:36:42Z
149849660,Marc Mongenet,74847,5,36307909,2016-01-01T22:42:18Z
153836292,Olyon,1443767,7,36020871,2015-12-18T02:46:55Z
156323225,floyd70,3068030,2,33242778,2015-08-10T15:16:56Z
156323227,floyd70,3068030,3,33242619,2015-08-10T15:11:41Z
156323229,x-pab,120583,2,15269652,2013-03-06T12:13:58Z
156323230,floyd70,3068030,3,33242619,2015-08-10T15:11:41Z
156323231,floyd70,3068030,2,33242722,2015-08-10T15:14:51Z
156323232,x-pab,120583,2,15281662,2013-03-07T12:41:05Z
156323233,floyd70,3068030,2,33242778,2015-08-10T15:16:56Z
156323235,floyd70,3068030,3,33242619,2015-08-10T15:11:41Z
156323236,x-pab,120583,2,15269652,2013-03-06T12:13:58Z
156323237,floyd70,3068030,3,33242619,2015-08-10T15:11:41Z
156323239,floyd70,3068030,3,33242722,2015-08-10T15:14:51Z
156323240,floyd70,3068030,3,33242778,2015-08-10T15:16:56Z
156323241,floyd70,3068030,2,33242722,2015-08-10T15:14:51Z
156323242,floyd70,3068030,3,33242778,2015-08-10T15:16:56Z
156323245,floyd70,3068030,2,33242722,2015-08-10T15:14:52Z
156323246,floyd70,3068030,2,33242778,2015-08-10T15:16:56Z
156323249,floyd70,3068030,3,33242778,2015-08-10T15:16:56Z
156323250,floyd70,3068030,2,33242722,2015-08-10T15:14:52Z
156323252,floyd70,3068030,2,33242778,2015-08-10T15:16:56Z
156323256,floyd70,3068030,2,33242722,2015-08-10T15:14:52Z
156323261,floyd70,3068030,3,33242778,2015-08-10T15:16:56Z
156323263,eeejul,3257973,3,37080446,2016-02-08T14:11:20Z
156323265,x-pab,120583,2,15269652,2013-03-06T12:13:59Z
156323267,x-pab,120583,2,15281662,2013-03-07T12:41:06Z
156323269,Marc Mongenet,74847,3,36304335,2016-01-01T19:06:56Z
156323270,x-pab,120583,2,15281662,2013-03-07T12:41:06Z
156361856,Samarthwiz,636679,1,11066645,2012-03-22T19:37:11Z
156362732,x-pab,120583,3,13113370,2012-09-14T23:06:02Z
157202997,Marc Mongenet,74847,4,18577653,2013-10-28T02:12:08Z
157209388,jb_b,3781564,3,38478658,2016-04-11T15:46:29Z
157210955,donovaly,1730904,2,18544536,2013-10-25T22:31:33Z
157210956,donovaly,1730904,4,18544536,2013-10-25T22:31:32Z
157210957,MFlamm,617875,6,31280222,2015-05-19T11:13:51Z
157254587,x-pab,120583,2,13303163,2012-09-29T22:41:25Z
157254588,mdk,178186,2,11335161,2012-04-17T17:01:36Z
157254589,mauriciotogneri,799112,3,16550455,2013-06-14T13:41:19Z
157254590,x-pab,120583,2,13303163,2012-09-29T22:41:26Z
157254591,fidjiflorian,193875,1,11126211,2012-03-28T12:15:44Z
157254592,Marc Mongenet,74847,4,36394412,2016-01-06T01:02:01Z
157721212,MFlamm,617875,4,22070012,2014-05-01T18:38:59Z
158080796,lp_ge,646509,2,11215661,2012-04-07T16:18:03Z
158084899,lp_ge,646509,1,11193735,2012-04-05T21:34:27Z
158088014,x-pab,120583,2,15184782,2013-02-27T12:24:14Z
158088015,x-pab,120583,3,14569504,2013-01-07T23:35:41Z
158205348,x-pab,120583,2,15223931,2013-03-02T17:28:38Z
158205349,lp_ge,646509,1,11201136,2012-04-06T12:40:17Z
158205350,lp_ge,646509,1,11201136,2012-04-06T12:40:17Z
158205351,lp_ge,646509,1,11201136,2012-04-06T12:40:17Z
158205352,Marc Mongenet,74847,2,14654559,2013-01-14T22:01:04Z
158205353,lp_ge,646509,1,11201136,2012-04-06T12:40:17Z
158205354,lp_ge,646509,1,11201136,2012-04-06T12:40:17Z
158205355,lp_ge,646509,1,11201136,2012-04-06T12:40:18Z
158205356,lp_ge,646509,1,11201136,2012-04-06T12:40:18Z
158205357,x-pab,120583,3,15236450,2013-03-03T17:21:06Z
158215548,lp_ge,646509,1,11202063,2012-04-06T13:53:19Z
158215549,x-pab,120583,2,14787363,2013-01-25T23:43:40Z
158215554,lp_ge,646509,1,11202063,2012-04-06T13:53:19Z
158215555,lp_ge,646509,1,11202063,2012-04-06T13:53:19Z
158215556,x-pab,120583,2,14787363,2013-01-25T23:43:39Z
158215557,lp_ge,646509,1,11202063,2012-04-06T13:53:20Z
158215558,x-pab,120583,2,14539934,2013-01-05T18:04:55Z
158215560,lp_ge,646509,1,11202063,2012-04-06T13:53:20Z
158215563,lp_ge,646509,1,11202063,2012-04-06T13:53:21Z
158322516,x-pab,120583,3,13341373,2012-10-02T22:55:56Z
158334245,x-pab,120583,3,15236450,2013-03-03T17:21:06Z
158350854,MFlamm,617875,3,31259741,2015-05-18T16:13:13Z
158391411,lp_ge,646509,1,11215661,2012-04-07T15:51:22Z
158391412,lp_ge,646509,1,11215661,2012-04-07T15:51:22Z
158391413,lp_ge,646509,1,11215661,2012-04-07T15:51:22Z
158398781,x-pab,120583,3,15191181,2013-02-27T22:36:46Z
158398783,lp_ge,646509,1,11215661,2012-04-07T16:17:58Z
158398790,x-pab,120583,2,14787363,2013-01-25T23:43:40Z
158398795,x-pab,120583,4,15191181,2013-02-27T22:36:46Z
158402211,lp_ge,646509,1,11215661,2012-04-07T16:26:57Z
158402216,lp_ge,646509,1,11215661,2012-04-07T16:26:58Z
158402218,lp_ge,646509,1,11215661,2012-04-07T16:26:58Z
158402220,lp_ge,646509,2,11254657,2012-04-10T16:47:26Z
158402221,lp_ge,646509,1,11215661,2012-04-07T16:26:58Z
158836365,lp_ge,646509,1,11249435,2012-04-10T08:55:38Z
160566748,Marc Mongenet,74847,7,36391846,2016-01-05T21:51:20Z
160572060,b_l,300892,1,11381637,2012-04-22T09:16:58Z
160572061,b_l,300892,1,11381637,2012-04-22T09:16:58Z
160572062,b_l,300892,1,11381637,2012-04-22T09:16:58Z
160572063,b_l,300892,1,11381637,2012-04-22T09:16:58Z
160572064,b_l,300892,1,11381637,2012-04-22T09:16:59Z
160572065,b_l,300892,1,11381637,2012-04-22T09:16:59Z
160572067,b_l,300892,1,11381637,2012-04-22T09:16:59Z
160572070,b_l,300892,1,11381637,2012-04-22T09:17:00Z
160572072,b_l,300892,1,11381637,2012-04-22T09:17:00Z
160572077,b_l,300892,2,11505025,2012-05-05T08:08:21Z
160572080,b_l,300892,1,11381637,2012-04-22T09:17:01Z
160594543,MFlamm,617875,9,22073725,2014-05-01T21:44:16Z
160594545,x-pab,120583,3,15397439,2013-03-17T16:20:35Z
160594548,MFlamm,617875,2,22080818,2014-05-02T10:02:53Z
161828594,x-pab,120583,3,15138862,2013-02-23T17:50:53Z
161829895,Marc Mongenet,74847,1,11475305,2012-05-01T23:55:58Z
161829896,Marc Mongenet,74847,1,11475305,2012-05-01T23:55:58Z
161829898,Marc Mongenet,74847,1,11475305,2012-05-01T23:55:58Z
161829901,x-pab,120583,2,13124428,2012-09-15T22:31:49Z
161829902,Marc le Grand,2249743,3,39474297,2016-05-21T18:26:56Z
161829903,x-pab,120583,3,13133763,2012-09-16T17:41:24Z
161829905,Marc Mongenet,74847,1,11475305,2012-05-01T23:55:59Z
161829909,Marc Mongenet,74847,1,11475305,2012-05-01T23:55:59Z
161830385,x-pab,120583,2,13094418,2012-09-13T11:07:39Z
161830386,Marc Mongenet,74847,1,11475324,2012-05-02T00:01:47Z
162179759,b_l,300892,1,11505025,2012-05-05T08:08:17Z
162179760,Manu1400,181135,2,19405639,2013-12-12T03:03:09Z
162179761,b_l,300892,1,11505025,2012-05-05T08:08:17Z
162179762,b_l,300892,1,11505025,2012-05-05T08:08:17Z
162179763,b_l,300892,1,11505025,2012-05-05T08:08:17Z
162179764,b_l,300892,1,11505025,2012-05-05T08:08:18Z
162179765,b_l,300892,1,11505025,2012-05-05T08:08:18Z
162179766,b_l,300892,1,11505025,2012-05-05T08:08:18Z
162179767,b_l,300892,1,11505025,2012-05-05T08:08:18Z
162179768,b_l,300892,1,11505025,2012-05-05T08:08:18Z
162179769,b_l,300892,1,11505025,2012-05-05T08:08:18Z
162179770,b_l,300892,1,11505025,2012-05-05T08:08:18Z
162179771,b_l,300892,1,11505025,2012-05-05T08:08:18Z
162179772,b_l,300892,1,11505025,2012-05-05T08:08:19Z
162179773,b_l,300892,1,11505025,2012-05-05T08:08:19Z
162179774,b_l,300892,1,11505025,2012-05-05T08:08:19Z
162180524,b_l,300892,1,11505156,2012-05-05T08:28:37Z
162270789,x-pab,120583,2,15122966,2013-02-22T12:47:44Z
163036426,Marc Mongenet,74847,1,11563885,2012-05-10T23:49:49Z
163036427,Marc Mongenet,74847,1,11563885,2012-05-10T23:49:49Z
163036428,Marc Mongenet,74847,1,11563885,2012-05-10T23:49:49Z
163036429,Marc Mongenet,74847,2,36303445,2016-01-01T18:24:46Z
163036431,Marc Mongenet,74847,7,36303445,2016-01-01T18:24:44Z
163036432,Marc Mongenet,74847,2,36303445,2016-01-01T18:24:46Z
163036433,Marc Mongenet,74847,2,36303445,2016-01-01T18:24:46Z
163080962,Shernott,287341,1,11567697,2012-05-11T12:50:52Z
163081332,nounours77,835140,2,22816639,2014-06-08T19:55:09Z
163409987,mdk,178186,1,11586428,2012-05-13T14:32:12Z
163410002,mdk,178186,1,11586428,2012-05-13T14:32:13Z
163410004,mdk,178186,1,11586428,2012-05-13T14:32:13Z
163410014,mdk,178186,1,11586428,2012-05-13T14:32:14Z
163578655,megasunboy,2001158,10,40205763,2016-06-22T13:37:46Z
163578661,Shernott,287341,1,11595177,2012-05-14T12:08:48Z
163701739,aceman444,1617449,4,26875207,2014-11-18T22:10:47Z
164824460,mdk,178186,1,11690275,2012-05-24T14:28:18Z
164824461,mdk,178186,1,11690275,2012-05-24T14:28:18Z
164824462,x-pab,120583,2,12094409,2012-07-02T21:20:58Z
164824463,mdk,178186,1,11690275,2012-05-24T14:28:18Z
164824464,Hermann001,1965631,2,40271959,2016-06-24T21:20:16Z
165266888,mdk,178186,2,11766551,2012-06-01T11:09:01Z
165288181,x-pab,120583,2,13467841,2012-10-12T14:37:29Z
165288182,Marc Mongenet,74847,1,11724690,2012-05-28T09:48:54Z
165288183,MFlamm,617875,2,22070012,2014-05-01T18:39:01Z
165288184,Stéphane Brunner,17835,2,12066982,2012-06-30T15:32:25Z
165288185,x-pab,120583,2,13133763,2012-09-16T17:41:25Z
165288186,Marc Mongenet,74847,3,31519007,2015-05-28T00:33:09Z
165288187,x-pab,120583,2,12993128,2012-09-05T09:13:05Z
165296926,x-pab,120583,3,13835316,2012-11-11T16:56:14Z
165296937,Marc Mongenet,74847,1,11725716,2012-05-28T11:50:06Z
165303413,Marc Mongenet,74847,1,11726463,2012-05-28T13:08:17Z
165303414,Marc Mongenet,74847,1,11726463,2012-05-28T13:08:17Z
165303415,Marc Mongenet,74847,1,11726463,2012-05-28T13:08:17Z
165303416,Marc Mongenet,74847,1,11726463,2012-05-28T13:08:17Z
165303417,Marc Mongenet,74847,1,11726463,2012-05-28T13:08:17Z
165303418,Marc Mongenet,74847,1,11726463,2012-05-28T13:08:17Z
165303419,Marc Mongenet,74847,1,11726463,2012-05-28T13:08:17Z
165303420,Marc Mongenet,74847,1,11726463,2012-05-28T13:08:17Z
165303421,Marc Mongenet,74847,1,11726463,2012-05-28T13:08:17Z
165344715,Marc Mongenet,74847,3,19083898,2013-11-24T00:30:27Z
165351250,Marc Mongenet,74847,1,11732215,2012-05-28T21:37:46Z
165351251,Marc Mongenet,74847,1,11732215,2012-05-28T21:37:46Z
165351252,x-pab,120583,2,15727272,2013-04-14T17:11:44Z
165351254,Marc Mongenet,74847,1,11732215,2012-05-28T21:37:46Z
165351255,x-pab,120583,2,15727272,2013-04-14T17:11:45Z
165351256,Marc Mongenet,74847,1,11732215,2012-05-28T21:37:46Z
165351261,Marc Mongenet,74847,1,11732215,2012-05-28T21:37:47Z
165351262,x-pab,120583,2,15727272,2013-04-14T17:11:46Z
165351264,Marc Mongenet,74847,1,11732215,2012-05-28T21:37:47Z
165351266,Marc Mongenet,74847,1,11732215,2012-05-28T21:37:47Z
165351742,x-pab,120583,2,16405188,2013-06-03T11:57:01Z
165352061,Marc Mongenet,74847,1,11732306,2012-05-28T21:50:04Z
165358055,donovaly,1730904,3,18985350,2013-11-18T23:31:49Z
165358056,donovaly,1730904,2,18985350,2013-11-18T23:31:49Z
165358057,donovaly,1730904,2,18985350,2013-11-18T23:31:49Z
165358058,Marc Mongenet,74847,2,11844145,2012-06-09T12:00:43Z
165358059,Marc Mongenet,74847,3,11844145,2012-06-09T12:00:45Z
165358060,Marc Mongenet,74847,2,11844145,2012-06-09T12:00:42Z
165358061,Marc Mongenet,74847,1,11733045,2012-05-29T00:53:50Z
165358345,Marc Mongenet,74847,2,20220406,2014-01-26T23:25:52Z
165358348,Marc Mongenet,74847,1,11733074,2012-05-29T01:04:11Z
165358349,Marc Mongenet,74847,1,11733074,2012-05-29T01:04:11Z
165358350,Marc Mongenet,74847,1,11733074,2012-05-29T01:04:11Z
165358352,Marc Mongenet,74847,1,11733074,2012-05-29T01:04:11Z
165358354,Marc Mongenet,74847,1,11733074,2012-05-29T01:04:11Z
165358356,Marc Mongenet,74847,1,11733074,2012-05-29T01:04:12Z
165358357,Marc Mongenet,74847,1,11733074,2012-05-29T01:04:12Z
165358359,Marc Mongenet,74847,1,11733074,2012-05-29T01:04:12Z
165358362,Marc Mongenet,74847,1,11733074,2012-05-29T01:04:12Z
165358363,Marc Mongenet,74847,1,11733074,2012-05-29T01:04:12Z
165358365,Marc Mongenet,74847,1,11733074,2012-05-29T01:04:12Z
165358367,Marc Mongenet,74847,1,11733074,2012-05-29T01:04:12Z
